deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome
D04166,2023-04-15,2023-08-12,rep_21,Ecommerce,North America,Enterprise,Inbound,Demo,37235,119,Won
D04167,2023-07-06,2023-08-26,rep_18,HealthTech,North America,Core,Inbound,Closed,17496,51,Lost
D04168,2023-04-13,2023-06-09,rep_10,FinTech,India,Enterprise,Referral,Closed,5343,57,Lost
D04169,2023-07-26,2023-08-03,rep_6,Ecommerce,APAC,Enterprise,Inbound,Negotiation,6039,8,Won
D04170,2023-01-02,2023-02-21,rep_18,FinTech,Europe,Enterprise,Outbound,Negotiation,17628,50,Lost
D04171,2023-08-16,2023-11-09,rep_8,FinTech,Europe,Core,Referral,Closed,18618,85,Lost
D04172,2023-11-27,2024-02-08,rep_11,HealthTech,India,Enterprise,Outbound,Closed,5487,73,Won
D04173,2023-05-05,2023-08-19,rep_4,FinTech,APAC,Pro,Outbound,Negotiation,59388,106,Won
D04174,2023-04-29,2023-05-12,rep_22,SaaS,APAC,Pro,Referral,Qualified,5185,13,Lost
D04175,2023-01-20,2023-02-06,rep_10,Ecommerce,North America,Core,Inbound,Proposal,2634,17,Won
D04176,2023-10-15,2023-11-16,rep_17,EdTech,India,Core,Outbound,Proposal,12668,32,Lost
D04177,2024-02-22,2024-04-26,rep_5,Ecommerce,India,Pro,Inbound,Demo,14975,64,Lost
D04178,2023-12-27,2024-02-25,rep_23,HealthTech,India,Enterprise,Inbound,Qualified,63492,60,Lost
D04179,2023-08-07,2023-09-29,rep_9,HealthTech,India,Pro,Outbound,Closed,74117,53,Lost
D04180,2023-12-12,2024-01-19,rep_12,HealthTech,APAC,Pro,Referral,Proposal,31222,38,Lost
D04181,2023-09-04,2023-12-11,rep_9,EdTech,Europe,Pro,Inbound,Closed,6297,98,Lost
D04182,2023-10-02,2024-01-04,rep_10,SaaS,Europe,Core,Referral,Proposal,19433,94,Lost
D04183,2023-01-20,2023-03-04,rep_13,Ecommerce,North America,Core,Inbound,Proposal,4187,43,Won
D04184,2023-09-03,2023-12-22,rep_3,Ecommerce,North America,Enterprise,Inbound,Closed,97032,110,Lost
D04185,2023-04-30,2023-07-02,rep_8,SaaS,North America,Pro,Outbound,Qualified,10651,63,Lost
D04186,2023-09-09,2023-10-18,rep_24,Ecommerce,APAC,Pro,Inbound,Closed,3284,39,Won
D04187,2023-01-08,2023-03-23,rep_16,SaaS,Europe,Enterprise,Outbound,Qualified,18071,74,Won
D04188,2023-12-14,2023-12-31,rep_12,SaaS,APAC,Core,Partner,Negotiation,7099,17,Won
D04189,2023-01-22,2023-02-06,rep_11,Ecommerce,APAC,Enterprise,Referral,Proposal,14119,15,Lost
D04190,2023-04-19,2023-07-16,rep_11,Ecommerce,North America,Pro,Partner,Qualified,84934,88,Won
D04191,2023-09-03,2023-10-06,rep_13,FinTech,North America,Enterprise,Referral,Closed,7124,33,Lost
D04192,2023-07-14,2023-11-03,rep_15,Ecommerce,India,Core,Outbound,Qualified,7521,112,Won
D04193,2023-05-31,2023-07-14,rep_3,SaaS,North America,Pro,Outbound,Closed,80689,44,Lost
D04194,2023-04-28,2023-08-10,rep_11,EdTech,APAC,Pro,Inbound,Negotiation,18154,104,Lost
D04195,2023-07-16,2023-10-02,rep_8,SaaS,Europe,Enterprise,Partner,Demo,14847,78,Won
D04196,2023-11-08,2024-02-13,rep_18,FinTech,India,Pro,Inbound,Qualified,17640,97,Lost
D04197,2023-05-28,2023-06-17,rep_17,Ecommerce,APAC,Pro,Inbound,Proposal,2160,20,Won
D04198,2023-03-12,2023-06-29,rep_2,HealthTech,Europe,Enterprise,Outbound,Closed,17236,109,Lost
D04199,2024-03-26,2024-04-04,rep_22,HealthTech,North America,Core,Partner,Qualified,7634,9,Lost
D04200,2024-03-11,2024-06-17,rep_16,HealthTech,APAC,Pro,Referral,Qualified,5600,98,Won
D04201,2024-02-05,2024-05-31,rep_13,HealthTech,India,Pro,Referral,Qualified,6563,116,Lost
D04202,2024-03-18,2024-05-31,rep_4,FinTech,APAC,Core,Outbound,Proposal,29660,74,Lost
D04203,2023-07-24,2023-10-01,rep_22,HealthTech,Europe,Enterprise,Outbound,Closed,15972,69,Lost
D04204,2023-05-19,2023-09-14,rep_14,Ecommerce,APAC,Pro,Referral,Closed,5927,118,Lost
D04205,2023-10-26,2023-11-17,rep_22,FinTech,Europe,Enterprise,Partner,Proposal,17908,22,Lost
D04206,2023-06-02,2023-07-05,rep_13,SaaS,APAC,Core,Outbound,Negotiation,69423,33,Lost
D04207,2023-12-12,2024-02-06,rep_20,SaaS,India,Enterprise,Inbound,Closed,16944,56,Won
D04208,2023-09-23,2024-01-06,rep_4,SaaS,Europe,Pro,Inbound,Proposal,5472,105,Lost
D04209,2024-01-17,2024-04-25,rep_10,EdTech,India,Pro,Outbound,Proposal,26938,99,Lost
D04210,2023-08-23,2023-09-05,rep_16,SaaS,India,Core,Inbound,Demo,12917,13,Lost
D04211,2023-11-05,2023-12-24,rep_2,Ecommerce,APAC,Core,Outbound,Proposal,10672,49,Won
D04212,2023-11-09,2023-12-01,rep_6,SaaS,North America,Core,Partner,Closed,8119,22,Lost
D04213,2023-07-31,2023-10-12,rep_18,EdTech,India,Pro,Referral,Qualified,35092,73,Lost
D04214,2023-01-01,2023-04-10,rep_7,SaaS,Europe,Pro,Referral,Closed,45085,99,Lost
D04215,2023-08-20,2023-12-12,rep_8,FinTech,India,Pro,Inbound,Negotiation,59908,114,Lost
D04216,2023-09-23,2023-11-20,rep_14,FinTech,India,Core,Outbound,Closed,77624,58,Won
D04217,2024-01-27,2024-04-14,rep_5,Ecommerce,Europe,Pro,Referral,Demo,6375,78,Won
D04218,2023-06-05,2023-06-15,rep_16,Ecommerce,North America,Pro,Outbound,Closed,14496,10,Lost
D04219,2023-07-21,2023-09-04,rep_10,FinTech,Europe,Core,Referral,Proposal,93812,45,Won
D04220,2023-07-14,2023-08-11,rep_17,SaaS,Europe,Pro,Outbound,Demo,6430,28,Won
D04221,2023-09-30,2023-10-08,rep_8,Ecommerce,APAC,Core,Partner,Proposal,7522,8,Lost
D04222,2023-11-21,2024-01-12,rep_2,FinTech,Europe,Core,Outbound,Qualified,74888,52,Won
D04223,2023-02-15,2023-06-02,rep_11,Ecommerce,APAC,Enterprise,Partner,Qualified,12922,107,Lost
D04224,2023-12-22,2024-04-09,rep_16,Ecommerce,Europe,Core,Outbound,Demo,5466,109,Won
D04225,2023-05-03,2023-08-24,rep_18,EdTech,APAC,Pro,Referral,Qualified,7042,113,Won
D04226,2023-07-21,2023-09-14,rep_2,Ecommerce,APAC,Core,Inbound,Proposal,42970,55,Won
D04227,2023-04-20,2023-05-06,rep_21,Ecommerce,APAC,Core,Outbound,Demo,2516,16,Lost
D04228,2023-05-11,2023-08-07,rep_24,FinTech,Europe,Enterprise,Inbound,Negotiation,19487,88,Lost
D04229,2023-04-23,2023-08-05,rep_14,EdTech,APAC,Enterprise,Inbound,Demo,79632,104,Lost
D04230,2023-02-08,2023-06-06,rep_20,FinTech,APAC,Enterprise,Outbound,Closed,42660,118,Lost
D04231,2024-02-28,2024-04-17,rep_21,Ecommerce,Europe,Enterprise,Referral,Proposal,4782,49,Lost
D04232,2024-02-17,2024-05-29,rep_17,EdTech,India,Pro,Inbound,Demo,6067,102,Lost
D04233,2023-05-06,2023-08-15,rep_17,EdTech,North America,Pro,Outbound,Qualified,55810,101,Lost
D04234,2023-12-09,2024-01-18,rep_23,EdTech,North America,Core,Inbound,Negotiation,19003,40,Won
D04235,2023-07-25,2023-10-18,rep_20,EdTech,India,Core,Referral,Qualified,7139,85,Won
D04236,2023-03-21,2023-05-09,rep_9,Ecommerce,APAC,Core,Partner,Closed,11801,49,Won
D04237,2023-05-19,2023-09-09,rep_2,SaaS,Europe,Enterprise,Outbound,Qualified,8269,113,Lost
D04238,2023-02-25,2023-05-16,rep_1,EdTech,Europe,Enterprise,Inbound,Demo,15736,80,Won
D04239,2024-03-10,2024-03-21,rep_6,Ecommerce,Europe,Core,Partner,Closed,4224,11,Won
D04240,2023-12-15,2024-02-06,rep_5,SaaS,APAC,Enterprise,Referral,Negotiation,65376,53,Lost
D04241,2023-07-10,2023-09-04,rep_8,SaaS,APAC,Core,Inbound,Closed,5625,56,Lost
D04242,2023-01-16,2023-04-07,rep_25,Ecommerce,India,Enterprise,Outbound,Proposal,86136,81,Lost
D04243,2024-02-07,2024-06-05,rep_6,SaaS,Europe,Enterprise,Referral,Negotiation,19122,119,Lost
D04244,2023-09-23,2023-10-25,rep_12,SaaS,APAC,Pro,Inbound,Negotiation,98972,32,Won
D04245,2024-03-02,2024-05-05,rep_22,Ecommerce,India,Core,Outbound,Proposal,40626,64,Lost
D04246,2023-03-22,2023-05-25,rep_17,Ecommerce,APAC,Core,Inbound,Proposal,18467,64,Won
D04247,2023-12-07,2023-12-30,rep_13,SaaS,North America,Pro,Partner,Proposal,4796,23,Won
D04248,2023-04-17,2023-07-07,rep_16,HealthTech,Europe,Core,Outbound,Negotiation,12254,81,Won
D04249,2023-06-02,2023-08-28,rep_19,Ecommerce,North America,Enterprise,Inbound,Qualified,4202,87,Lost
D04250,2023-03-03,2023-03-18,rep_22,FinTech,India,Enterprise,Partner,Closed,3604,15,Won
D04251,2023-03-06,2023-05-07,rep_9,Ecommerce,North America,Core,Referral,Negotiation,74409,62,Won
D04252,2023-12-22,2024-03-11,rep_5,FinTech,Europe,Core,Outbound,Proposal,15257,80,Won
D04253,2023-01-06,2023-04-06,rep_3,EdTech,Europe,Enterprise,Inbound,Demo,5164,90,Won
D04254,2023-01-31,2023-05-25,rep_7,FinTech,India,Core,Partner,Proposal,9138,114,Lost
D04255,2023-03-17,2023-06-03,rep_7,HealthTech,APAC,Pro,Partner,Demo,9579,78,Lost
D04256,2023-05-24,2023-07-30,rep_15,HealthTech,India,Pro,Outbound,Negotiation,5119,67,Won
D04257,2023-02-07,2023-03-18,rep_20,FinTech,APAC,Pro,Inbound,Demo,8644,39,Won
D04258,2024-01-07,2024-01-27,rep_15,Ecommerce,APAC,Enterprise,Partner,Proposal,8998,20,Lost
D04259,2023-08-21,2023-12-02,rep_13,Ecommerce,APAC,Enterprise,Partner,Demo,49527,103,Won
D04260,2024-01-29,2024-04-07,rep_19,HealthTech,India,Enterprise,Partner,Closed,96429,69,Lost
D04261,2023-10-04,2024-01-10,rep_1,EdTech,APAC,Core,Outbound,Closed,4576,98,Lost
D04262,2023-05-16,2023-09-12,rep_15,FinTech,North America,Core,Outbound,Qualified,4160,119,Won
D04263,2023-07-21,2023-11-03,rep_23,SaaS,India,Pro,Inbound,Demo,12290,105,Lost
D04264,2023-08-06,2023-09-08,rep_21,HealthTech,North America,Core,Partner,Demo,9321,33,Lost
D04265,2023-09-17,2023-10-14,rep_1,SaaS,North America,Enterprise,Partner,Demo,49507,27,Won
D04266,2023-10-11,2024-02-02,rep_23,Ecommerce,North America,Core,Outbound,Closed,90158,114,Lost
D04267,2024-01-31,2024-03-25,rep_11,Ecommerce,India,Core,Inbound,Negotiation,4478,54,Lost
D04268,2023-02-21,2023-03-17,rep_19,SaaS,North America,Enterprise,Referral,Qualified,7753,24,Won
D04269,2023-08-01,2023-10-01,rep_14,Ecommerce,Europe,Enterprise,Referral,Demo,10108,61,Lost
D04270,2023-02-28,2023-03-16,rep_21,Ecommerce,APAC,Pro,Partner,Closed,14470,16,Won
D04271,2023-02-21,2023-04-06,rep_18,SaaS,APAC,Core,Referral,Negotiation,13733,44,Lost
D04272,2023-05-30,2023-06-29,rep_19,SaaS,India,Enterprise,Referral,Closed,15526,30,Won
D04273,2024-02-20,2024-06-02,rep_2,HealthTech,Europe,Enterprise,Outbound,Negotiation,14126,103,Won
D04274,2023-12-03,2024-02-09,rep_20,EdTech,North America,Enterprise,Referral,Qualified,54739,68,Lost
D04275,2024-02-12,2024-05-11,rep_13,HealthTech,Europe,Core,Inbound,Closed,32792,89,Lost
D04276,2023-11-30,2024-01-15,rep_14,FinTech,North America,Pro,Partner,Closed,64143,46,Lost
D04277,2023-12-18,2024-03-21,rep_13,HealthTech,North America,Pro,Outbound,Qualified,11770,94,Lost
D04278,2023-10-08,2024-01-17,rep_22,HealthTech,North America,Enterprise,Inbound,Qualified,13257,101,Lost
D04279,2023-06-29,2023-07-16,rep_7,Ecommerce,Europe,Pro,Referral,Closed,12309,17,Lost
D04280,2023-09-28,2023-10-12,rep_10,Ecommerce,Europe,Pro,Partner,Demo,78055,14,Lost
D04281,2023-02-18,2023-05-26,rep_24,EdTech,Europe,Core,Referral,Negotiation,32365,97,Won
D04282,2023-05-27,2023-08-05,rep_17,HealthTech,APAC,Enterprise,Referral,Negotiation,6937,70,Won
D04283,2023-01-13,2023-04-07,rep_14,HealthTech,North America,Enterprise,Partner,Qualified,10822,84,Lost
D04284,2023-06-28,2023-08-07,rep_7,HealthTech,North America,Core,Partner,Negotiation,14187,40,Lost
D04285,2023-09-24,2023-10-13,rep_9,FinTech,APAC,Core,Referral,Demo,15617,19,Won
D04286,2024-03-19,2024-06-29,rep_25,HealthTech,APAC,Pro,Referral,Demo,64705,102,Won
D04287,2023-09-22,2024-01-09,rep_16,EdTech,North America,Pro,Inbound,Qualified,2940,109,Won
D04288,2023-05-07,2023-06-30,rep_9,Ecommerce,North America,Enterprise,Partner,Proposal,18305,54,Lost
D04289,2023-01-04,2023-04-01,rep_2,Ecommerce,India,Pro,Partner,Closed,63584,87,Won
D04290,2023-10-01,2023-12-05,rep_4,HealthTech,India,Pro,Inbound,Demo,91516,65,Lost
D04291,2023-09-11,2023-11-25,rep_6,HealthTech,APAC,Pro,Outbound,Closed,13736,75,Lost
D04292,2023-05-27,2023-09-16,rep_22,HealthTech,APAC,Core,Partner,Qualified,16794,112,Lost
D04293,2023-02-25,2023-05-05,rep_4,FinTech,North America,Core,Inbound,Proposal,4890,69,Won
D04294,2023-05-30,2023-08-31,rep_19,SaaS,Europe,Pro,Partner,Demo,30420,93,Lost
D04295,2023-05-25,2023-08-11,rep_16,FinTech,Europe,Pro,Referral,Negotiation,7816,78,Lost
D04296,2023-12-24,2024-01-13,rep_20,FinTech,North America,Enterprise,Referral,Demo,18603,20,Lost
D04297,2023-05-25,2023-07-05,rep_1,SaaS,Europe,Core,Inbound,Demo,4067,41,Lost
D04298,2024-03-17,2024-05-14,rep_24,EdTech,North America,Core,Outbound,Closed,17912,58,Won
D04299,2023-08-26,2023-10-25,rep_5,SaaS,North America,Core,Outbound,Negotiation,61810,60,Won
D04300,2023-10-09,2024-02-05,rep_18,FinTech,APAC,Enterprise,Inbound,Qualified,5438,119,Won
D04301,2023-12-09,2024-04-05,rep_23,HealthTech,North America,Core,Partner,Qualified,6306,118,Won
D04302,2023-04-10,2023-06-14,rep_21,HealthTech,Europe,Core,Outbound,Negotiation,88667,65,Lost
D04303,2023-01-06,2023-03-12,rep_6,HealthTech,India,Pro,Referral,Demo,75587,65,Won
D04304,2023-03-27,2023-04-17,rep_2,Ecommerce,North America,Enterprise,Outbound,Closed,28881,21,Won
D04305,2023-08-21,2023-11-29,rep_22,SaaS,India,Core,Partner,Demo,10730,100,Won
D04306,2023-10-03,2024-01-16,rep_7,SaaS,India,Enterprise,Partner,Negotiation,41953,105,Lost
D04307,2023-11-12,2023-12-30,rep_8,EdTech,APAC,Enterprise,Partner,Demo,2724,48,Won
D04308,2023-08-22,2023-12-15,rep_21,HealthTech,North America,Pro,Inbound,Negotiation,18640,115,Lost
D04309,2023-12-06,2024-02-27,rep_1,HealthTech,India,Core,Partner,Demo,17094,83,Won
D04310,2024-01-04,2024-03-25,rep_14,Ecommerce,APAC,Enterprise,Outbound,Qualified,19083,81,Lost
D04311,2023-11-30,2023-12-12,rep_9,SaaS,North America,Core,Inbound,Proposal,16323,12,Won
D04312,2023-08-31,2023-11-26,rep_24,Ecommerce,APAC,Enterprise,Partner,Closed,13524,87,Won
D04313,2023-01-22,2023-05-16,rep_13,EdTech,North America,Pro,Outbound,Closed,44097,114,Won
D04314,2023-01-11,2023-05-04,rep_1,FinTech,India,Pro,Outbound,Negotiation,18846,113,Won
D04315,2024-01-26,2024-04-26,rep_22,SaaS,Europe,Pro,Partner,Demo,62140,91,Lost
D04316,2024-02-24,2024-05-30,rep_9,Ecommerce,North America,Core,Inbound,Closed,7212,96,Lost
D04317,2023-06-23,2023-09-26,rep_9,HealthTech,APAC,Enterprise,Partner,Demo,10092,95,Lost
D04318,2024-02-06,2024-04-14,rep_23,FinTech,India,Enterprise,Referral,Closed,2038,68,Lost
D04319,2023-03-13,2023-04-28,rep_6,EdTech,India,Pro,Partner,Negotiation,8829,46,Lost
D04320,2023-08-23,2023-10-18,rep_15,HealthTech,North America,Enterprise,Inbound,Proposal,2445,56,Won
D04321,2024-03-15,2024-06-30,rep_21,Ecommerce,APAC,Enterprise,Inbound,Proposal,2302,107,Lost
D04322,2023-09-16,2023-09-24,rep_1,EdTech,India,Pro,Referral,Demo,3102,8,Lost
D04323,2023-05-08,2023-06-11,rep_13,EdTech,India,Pro,Partner,Negotiation,44541,34,Lost
D04324,2023-06-27,2023-07-21,rep_12,FinTech,India,Pro,Partner,Closed,17133,24,Won
D04325,2023-09-14,2023-11-21,rep_4,HealthTech,North America,Core,Inbound,Negotiation,60616,68,Lost
D04326,2023-03-31,2023-05-20,rep_8,EdTech,India,Enterprise,Partner,Demo,18503,50,Won
D04327,2023-03-11,2023-05-31,rep_1,EdTech,North America,Enterprise,Partner,Negotiation,16334,81,Won
D04328,2023-07-10,2023-07-21,rep_14,SaaS,APAC,Enterprise,Inbound,Qualified,11473,11,Won
D04329,2024-03-12,2024-03-27,rep_21,Ecommerce,APAC,Enterprise,Partner,Closed,6837,15,Lost
D04330,2023-06-16,2023-09-03,rep_8,HealthTech,APAC,Core,Referral,Demo,3459,79,Won
D04331,2024-03-09,2024-07-07,rep_23,Ecommerce,India,Enterprise,Referral,Qualified,2713,120,Lost
D04332,2023-05-31,2023-09-19,rep_19,SaaS,APAC,Enterprise,Outbound,Qualified,91500,111,Won
D04333,2023-08-13,2023-09-01,rep_16,EdTech,Europe,Enterprise,Partner,Proposal,74476,19,Lost
D04334,2024-02-02,2024-04-10,rep_14,FinTech,India,Enterprise,Inbound,Closed,6233,68,Won
D04335,2023-12-25,2024-03-08,rep_17,FinTech,APAC,Core,Inbound,Proposal,60255,74,Lost
D04336,2024-02-09,2024-05-05,rep_19,FinTech,North America,Pro,Outbound,Negotiation,28826,86,Won
D04337,2023-12-06,2023-12-21,rep_10,FinTech,Europe,Enterprise,Partner,Negotiation,8325,15,Won
D04338,2023-06-22,2023-09-16,rep_19,FinTech,Europe,Pro,Inbound,Proposal,14937,86,Won
D04339,2023-04-27,2023-05-08,rep_23,HealthTech,APAC,Enterprise,Partner,Closed,3980,11,Lost
D04340,2023-02-25,2023-03-25,rep_7,HealthTech,APAC,Enterprise,Inbound,Demo,96415,28,Lost
D04341,2024-01-19,2024-02-18,rep_6,Ecommerce,APAC,Core,Partner,Negotiation,4615,30,Won
D04342,2023-02-22,2023-06-09,rep_16,FinTech,Europe,Core,Inbound,Demo,3028,107,Won
D04343,2023-08-26,2023-10-04,rep_2,Ecommerce,North America,Enterprise,Referral,Qualified,88768,39,Lost
D04344,2023-07-18,2023-08-23,rep_1,HealthTech,India,Core,Outbound,Negotiation,11405,36,Lost
D04345,2024-01-06,2024-02-28,rep_19,SaaS,India,Core,Outbound,Demo,72882,53,Won
D04346,2023-06-19,2023-07-15,rep_12,FinTech,India,Core,Outbound,Demo,19830,26,Won
D04347,2023-12-09,2024-02-02,rep_18,EdTech,Europe,Pro,Inbound,Proposal,54503,55,Lost
D04348,2023-11-21,2024-03-20,rep_5,HealthTech,APAC,Core,Partner,Negotiation,12027,120,Lost
D04349,2024-01-06,2024-02-28,rep_8,SaaS,North America,Core,Partner,Qualified,3942,53,Lost
D04350,2023-07-07,2023-10-05,rep_7,EdTech,North America,Enterprise,Referral,Demo,10215,90,Lost
D04351,2023-01-19,2023-05-02,rep_12,EdTech,India,Core,Partner,Proposal,6607,103,Won
D04352,2023-10-30,2024-01-16,rep_19,Ecommerce,APAC,Enterprise,Referral,Closed,3260,78,Won
D04353,2023-10-24,2024-01-10,rep_7,SaaS,North America,Pro,Outbound,Demo,19740,78,Won
D04354,2023-07-27,2023-10-22,rep_9,Ecommerce,APAC,Core,Inbound,Proposal,6735,87,Won
D04355,2023-08-21,2023-12-09,rep_17,SaaS,North America,Enterprise,Referral,Proposal,14756,110,Won
D04356,2023-06-15,2023-08-29,rep_6,EdTech,Europe,Core,Partner,Demo,6839,75,Lost
D04357,2023-05-03,2023-05-12,rep_2,Ecommerce,India,Core,Outbound,Qualified,28398,9,Won
D04358,2023-07-15,2023-10-27,rep_2,HealthTech,India,Core,Outbound,Demo,9286,104,Won
D04359,2024-02-22,2024-03-18,rep_23,HealthTech,APAC,Pro,Partner,Qualified,14736,25,Won
D04360,2023-03-11,2023-04-05,rep_1,HealthTech,Europe,Enterprise,Outbound,Demo,10559,25,Won
D04361,2024-02-01,2024-05-07,rep_17,SaaS,Europe,Enterprise,Outbound,Negotiation,2223,96,Won
D04362,2023-05-16,2023-08-15,rep_4,HealthTech,APAC,Core,Outbound,Closed,18497,91,Won
D04363,2023-11-06,2023-12-24,rep_19,EdTech,APAC,Pro,Referral,Demo,18423,48,Lost
D04364,2024-02-14,2024-04-09,rep_12,HealthTech,India,Core,Partner,Closed,17766,55,Won
D04365,2023-01-02,2023-03-20,rep_13,HealthTech,Europe,Pro,Inbound,Qualified,25209,77,Won
D04366,2023-03-07,2023-05-15,rep_24,HealthTech,India,Core,Referral,Negotiation,19818,69,Lost
D04367,2024-01-17,2024-05-02,rep_20,SaaS,India,Enterprise,Referral,Proposal,17628,106,Won
D04368,2024-03-18,2024-05-22,rep_5,FinTech,APAC,Pro,Outbound,Closed,7949,65,Won
D04369,2023-11-01,2023-11-28,rep_24,FinTech,Europe,Enterprise,Partner,Closed,3315,27,Won
D04370,2023-04-01,2023-07-09,rep_16,FinTech,APAC,Core,Inbound,Demo,17853,99,Won
D04371,2023-05-23,2023-07-07,rep_5,EdTech,APAC,Pro,Referral,Closed,4551,45,Won
D04372,2023-12-12,2023-12-22,rep_23,EdTech,North America,Pro,Referral,Demo,48903,10,Lost
D04373,2023-03-22,2023-06-25,rep_9,FinTech,APAC,Core,Partner,Negotiation,45770,95,Lost
D04374,2023-10-11,2024-01-30,rep_21,SaaS,APAC,Enterprise,Inbound,Closed,11395,111,Lost
D04375,2024-01-10,2024-04-29,rep_21,EdTech,APAC,Enterprise,Referral,Closed,2177,110,Lost
D04376,2023-07-05,2023-09-23,rep_5,HealthTech,Europe,Enterprise,Outbound,Negotiation,19457,80,Won
D04377,2023-01-08,2023-01-15,rep_20,EdTech,APAC,Pro,Referral,Negotiation,29180,7,Lost
D04378,2023-05-26,2023-07-31,rep_8,EdTech,India,Pro,Inbound,Closed,10755,66,Lost
D04379,2023-10-12,2024-01-08,rep_24,HealthTech,APAC,Core,Partner,Qualified,10234,88,Lost
D04380,2024-02-16,2024-06-04,rep_25,EdTech,APAC,Enterprise,Referral,Qualified,7790,109,Lost
D04381,2023-04-02,2023-07-01,rep_15,Ecommerce,North America,Enterprise,Partner,Negotiation,75419,90,Won
D04382,2023-01-26,2023-05-07,rep_7,Ecommerce,APAC,Core,Partner,Demo,5295,101,Won
D04383,2024-03-07,2024-06-20,rep_11,EdTech,Europe,Core,Referral,Negotiation,3626,105,Won
D04384,2023-11-21,2023-12-06,rep_16,FinTech,APAC,Core,Partner,Demo,27688,15,Won
D04385,2023-04-08,2023-07-25,rep_18,HealthTech,North America,Enterprise,Partner,Negotiation,63928,108,Won
D04386,2023-05-04,2023-08-12,rep_24,Ecommerce,APAC,Enterprise,Referral,Demo,11052,100,Lost
D04387,2023-05-25,2023-07-27,rep_10,EdTech,Europe,Enterprise,Referral,Negotiation,77451,63,Lost
D04388,2023-11-18,2024-03-15,rep_3,FinTech,North America,Enterprise,Inbound,Closed,18797,118,Won
D04389,2023-02-25,2023-03-21,rep_20,EdTech,Europe,Core,Inbound,Negotiation,16580,24,Won
D04390,2024-01-14,2024-03-26,rep_9,SaaS,North America,Core,Inbound,Proposal,7869,72,Lost
D04391,2023-08-13,2023-09-10,rep_1,EdTech,Europe,Core,Referral,Demo,58461,28,Lost
D04392,2023-05-29,2023-06-12,rep_2,EdTech,Europe,Core,Inbound,Negotiation,2701,14,Lost
D04393,2024-02-14,2024-04-05,rep_17,Ecommerce,APAC,Core,Referral,Closed,11555,51,Won
D04394,2023-08-01,2023-08-09,rep_9,SaaS,Europe,Pro,Inbound,Qualified,13860,8,Lost
D04395,2023-06-20,2023-08-17,rep_15,Ecommerce,North America,Enterprise,Outbound,Demo,54843,58,Won
D04396,2023-02-03,2023-03-25,rep_4,FinTech,North America,Enterprise,Referral,Proposal,6422,50,Lost
D04397,2023-03-31,2023-07-26,rep_7,EdTech,North America,Core,Referral,Closed,12195,117,Lost
D04398,2023-02-23,2023-05-23,rep_6,EdTech,APAC,Core,Inbound,Negotiation,53391,89,Lost
D04399,2024-03-10,2024-06-14,rep_1,Ecommerce,Europe,Pro,Inbound,Demo,3638,96,Won
D04400,2023-10-07,2024-01-04,rep_18,SaaS,India,Enterprise,Inbound,Qualified,19871,89,Lost
D04401,2024-01-14,2024-04-08,rep_14,FinTech,North America,Enterprise,Inbound,Demo,6857,85,Won
D04402,2023-10-26,2024-02-04,rep_25,EdTech,North America,Core,Inbound,Qualified,29748,101,Lost
D04403,2023-03-26,2023-07-17,rep_22,HealthTech,India,Pro,Inbound,Demo,34496,113,Lost
D04404,2023-06-21,2023-09-26,rep_21,HealthTech,APAC,Enterprise,Partner,Proposal,18201,97,Lost
D04405,2024-02-25,2024-03-08,rep_18,Ecommerce,India,Pro,Partner,Demo,12269,12,Won
D04406,2023-10-08,2023-10-23,rep_21,HealthTech,India,Core,Partner,Closed,2307,15,Lost
D04407,2023-04-07,2023-04-16,rep_8,Ecommerce,India,Pro,Inbound,Closed,85232,9,Lost
D04408,2023-01-06,2023-03-17,rep_20,HealthTech,APAC,Core,Outbound,Closed,7662,70,Won
D04409,2023-04-08,2023-07-19,rep_18,HealthTech,Europe,Pro,Referral,Qualified,4911,102,Lost
D04410,2023-02-12,2023-06-05,rep_5,SaaS,APAC,Enterprise,Inbound,Negotiation,7266,113,Lost
D04411,2023-12-14,2024-01-07,rep_14,FinTech,North America,Core,Partner,Closed,8949,24,Won
D04412,2023-01-01,2023-04-04,rep_13,Ecommerce,Europe,Pro,Inbound,Negotiation,43662,93,Won
D04413,2024-02-01,2024-04-15,rep_2,Ecommerce,India,Enterprise,Referral,Proposal,96443,74,Won
D04414,2023-11-26,2024-02-04,rep_21,FinTech,North America,Pro,Inbound,Closed,7865,70,Won
D04415,2023-12-14,2024-03-07,rep_6,EdTech,North America,Enterprise,Inbound,Closed,74537,84,Won
D04416,2023-06-29,2023-08-22,rep_24,EdTech,North America,Core,Partner,Closed,30201,54,Lost
D04417,2023-04-19,2023-06-18,rep_20,SaaS,North America,Pro,Referral,Demo,21684,60,Won
D04418,2023-02-17,2023-05-09,rep_20,SaaS,Europe,Pro,Referral,Proposal,34360,81,Won
D04419,2023-09-25,2023-11-04,rep_9,SaaS,North America,Core,Referral,Negotiation,10194,40,Lost
D04420,2023-08-11,2023-10-13,rep_16,EdTech,Europe,Enterprise,Inbound,Demo,19355,63,Won
D04421,2023-06-20,2023-10-09,rep_11,FinTech,Europe,Enterprise,Referral,Closed,7280,111,Won
D04422,2023-01-19,2023-02-20,rep_18,Ecommerce,India,Pro,Referral,Proposal,11488,32,Lost
